Lead Owner,Interest Level,Lead Location(Auto),Creation Source,Marketing Source,is_india_location,days_since_next_activity,next_activity_hour,Days_Since_Update,Update_Hour,Update_DayOfWeek,hour_of_day,day_of_week,is_student,creation_source_encoded
16,0,Unknown,0,10,0,-1.0,-1.0,1336,16,1,14,1,0,0
4,1,Unknown,0,4,0,7.0,0.0,1076,12,2,0,2,0,0
12,1,Unknown,0,42,0,5.0,0.0,1131,21,2,20,3,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1238,16,1,15,0,0,0
19,1,Unknown,0,42,0,-1.0,0.0,809,18,2,0,6,0,0
21,0,IN,0,13,0,-1.0,-1.0,1075,18,3,10,1,0,0
19,1,Unknown,0,42,0,0.0,0.0,816,12,3,15,4,0,0
12,0,Unknown,0,42,0,10.0,0.0,1185,7,5,4,1,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,939,16,6,22,2,0,0
10,1,Unknown,2,0,0,-1.0,-1.0,808,14,4,23,3,0,2
2,1,India,2,13,1,-1.0,-1.0,1268,19,5,19,5,0,2
10,0,Unknown,0,13,0,-1.0,-1.0,812,17,0,13,3,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1032,17,4,22,3,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,975,19,4,16,0,0,0
15,0,Unknown,0,7,0,-1.0,-1.0,1070,14,1,22,3,0,0
2,1,IN,0,13,0,6.0,15.0,1095,10,4,16,4,0,0
17,0,Unknown,0,0,0,-1.0,-1.0,892,17,4,21,4,0,0
21,0,IN,0,22,0,-1.0,-1.0,977,9,3,22,1,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1043,15,0,17,2,0,0
21,0,IN,0,13,0,-1.0,-1.0,1000,14,1,17,0,0,0
12,1,Unknown,0,42,0,-1.0,-1.0,1170,21,5,2,3,0,0
16,1,Unknown,2,0,0,-1.0,-1.0,1277,15,4,14,4,0,2
19,1,Unknown,0,42,0,2.0,0.0,992,10,2,22,0,0,0
17,0,Unknown,0,13,0,-1.0,-1.0,950,10,2,4,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1049,19,0,12,5,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,978,11,2,14,1,0,0
2,1,IN,0,0,0,-1.0,-1.0,921,14,3,15,3,0,0
7,1,Unknown,0,42,0,37.0,0.0,812,17,0,18,6,0,0
2,1,India,2,0,1,-1.0,-1.0,1329,16,1,16,1,0,2
2,1,IN,0,13,0,-1.0,-1.0,823,17,3,21,3,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,1009,17,6,16,1,0,0
14,0,IN,0,22,0,0.0,0.0,1012,13,3,13,2,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,978,11,2,12,1,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1079,17,6,15,4,0,0
12,1,Unknown,0,42,0,-2.0,0.0,821,5,5,1,2,0,0
2,1,India,2,13,1,1.0,17.0,1278,14,3,14,3,0,2
2,1,India,2,13,1,-1.0,-1.0,1281,12,0,12,0,1,2
14,0,Unknown,0,13,0,-1.0,-1.0,1052,14,5,22,2,0,0
20,0,IN,0,13,0,54.0,0.0,1061,10,3,22,1,0,0
19,0,Unknown,0,42,0,1.0,0.0,872,10,3,11,0,1,0
2,1,India,2,5,1,-1.0,-1.0,917,10,0,14,0,0,2
12,1,Unknown,0,42,0,-1.0,0.0,992,4,2,1,5,1,0
18,0,Unknown,0,22,0,-1.0,-1.0,1042,18,1,15,6,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1032,1,4,11,2,0,0
12,1,Unknown,0,42,0,0.0,0.0,1156,16,6,23,4,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,847,2,0,8,5,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,1056,16,1,23,2,0,0
19,1,Unknown,0,42,0,0.0,0.0,1000,14,1,15,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1144,0,4,0,4,0,0
7,1,Unknown,0,19,0,368.0,0.0,812,17,0,0,0,0,0
2,1,Unknown,0,13,0,-1.0,-1.0,1245,10,1,20,0,0,0
19,1,Unknown,0,42,0,0.0,0.0,860,9,1,13,4,0,0
19,1,Unknown,0,42,0,2.0,0.0,1000,14,1,9,4,0,0
4,0,Unknown,0,4,0,7.0,0.0,1023,18,5,4,4,0,0
12,1,Unknown,0,42,0,-1.0,0.0,1086,4,6,4,2,0,0
2,1,IN,2,23,0,7.0,0.0,921,18,3,15,5,0,2
4,0,Unknown,0,19,0,-1.0,-1.0,1049,17,1,14,0,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1004,19,3,19,1,0,0
20,1,UAE,0,42,0,-1.0,-1.0,852,12,2,19,3,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1111,11,2,22,0,0,0
5,0,india,0,42,1,-1.0,-1.0,956,17,3,20,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,802,2,3,3,2,0,0
9,0,Unknown,0,19,0,187.0,0.0,873,10,2,14,4,0,0
2,0,IN,0,42,0,-1.0,-1.0,847,16,0,22,3,0,0
4,0,Unknown,0,19,0,11.0,0.0,1001,19,6,11,1,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1083,16,2,15,0,0,0
18,1,Unknown,0,6,0,8.0,17.0,1205,20,5,19,5,0,0
15,0,Unknown,2,0,0,-1.0,-1.0,1068,19,2,14,5,0,2
17,0,Unknown,0,0,0,5.0,0.0,1079,16,6,22,0,0,0
12,1,Unknown,0,16,0,162.0,0.0,1182,19,0,21,5,0,0
16,0,India,2,0,1,-1.0,-1.0,1342,11,2,18,2,0,2
15,0,Unknown,2,0,0,-1.0,-1.0,1071,13,0,22,2,0,2
19,1,Unknown,0,42,0,-1.0,-1.0,1042,9,1,23,2,0,0
5,0,india,0,42,1,0.0,0.0,916,12,1,8,6,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,946,20,5,21,3,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,938,19,6,23,2,0,0
13,0,Unknown,2,0,0,-1.0,-1.0,903,10,0,20,6,0,2
2,1,IN,0,22,0,51.0,0.0,895,10,1,14,2,0,0
4,0,Unknown,0,19,0,8.0,0.0,1012,14,3,23,1,0,0
4,0,Unknown,0,19,0,7.0,0.0,1036,12,0,10,6,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,889,12,0,13,5,0,0
2,1,IN,0,10,0,-1.0,-1.0,1099,13,0,8,1,0,0
2,1,IN,0,13,0,6.0,0.0,1081,17,4,23,0,0,0
2,1,IN,0,13,0,17.0,0.0,942,9,3,17,1,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1323,14,0,7,6,0,0
15,0,Unknown,0,7,0,-1.0,-1.0,1072,11,6,7,6,1,0
17,0,Unknown,0,19,0,-1.0,-1.0,981,12,6,9,5,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,910,18,0,10,1,0,0
19,1,IN,0,42,0,0.0,0.0,797,13,1,18,0,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1049,17,1,18,1,0,0
4,1,Unknown,0,19,0,23.0,0.0,1218,15,0,22,0,1,0
19,0,Unknown,0,42,0,-1.0,-1.0,1036,19,6,16,6,0,0
19,1,Unknown,0,42,0,0.0,0.0,818,13,1,1,5,1,0
20,1,Unknown,0,42,0,-1.0,-1.0,831,12,2,20,6,0,0
1,1,Unknown,0,10,0,-1.0,-1.0,1219,18,6,11,6,0,0
4,1,Unknown,0,22,0,19.0,0.0,1091,17,1,13,2,0,0
1,1,Unknown,0,42,0,81.0,0.0,940,10,5,10,0,0,0
2,0,IN,0,19,0,145.0,0.0,847,17,0,11,3,0,0
4,0,Unknown,2,42,0,-1.0,-1.0,979,12,1,12,1,0,2
4,0,India,2,42,1,-1.0,-1.0,1311,23,4,23,4,0,2
18,0,Unknown,0,13,0,-1.0,-1.0,1015,13,0,16,6,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,951,19,0,5,0,1,0
18,0,Unknown,0,6,0,-1.0,-1.0,1001,17,0,11,0,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,900,11,3,11,5,0,0
4,1,Unknown,0,22,0,24.0,0.0,976,17,4,11,0,0,0
16,0,Unknown,0,0,0,-1.0,-1.0,1276,4,5,2,6,0,0
2,1,US,0,22,0,12.0,0.0,835,2,5,23,1,0,0
19,1,Unknown,0,19,0,4.0,17.0,1176,9,0,15,2,0,0
7,0,Unknown,0,19,0,380.0,0.0,812,17,0,0,2,0,0
1,1,Unknown,0,42,0,-1.0,0.0,940,10,5,10,4,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,828,2,5,13,3,0,0
4,0,Unknown,0,13,0,3.0,0.0,1221,13,4,23,1,0,0
2,0,IN,0,19,0,157.0,0.0,891,12,5,14,3,0,0
10,0,Unknown,0,10,0,18.0,0.0,812,17,0,12,4,0,0
5,0,india,0,42,1,6.0,0.0,930,10,1,15,1,0,0
19,1,IN,0,42,0,0.0,0.0,818,10,1,8,6,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,991,18,3,15,6,0,0
11,1,Unknown,0,22,0,3.0,9.0,814,9,5,19,3,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,831,12,2,12,4,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,950,9,2,20,3,1,0
19,1,Unknown,0,42,0,1.0,0.0,1084,11,1,20,2,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1063,14,1,9,3,0,0
21,1,IN,0,6,0,-1.0,-1.0,895,15,1,11,0,1,0
2,1,India,2,13,1,342.0,0.0,948,10,4,18,3,0,2
2,1,IN,0,22,0,-1.0,-1.0,857,12,4,14,6,0,0
18,0,Unknown,0,19,0,11.0,0.0,1231,17,1,20,3,0,0
7,1,Unknown,2,0,0,-1.0,-1.0,812,17,0,20,3,1,2
18,0,Unknown,0,13,0,-1.0,-1.0,1136,18,5,5,3,0,0
21,0,IN,0,19,0,0.0,0.0,1081,11,4,17,3,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1057,13,0,18,4,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1070,18,1,1,5,0,0
4,0,Unknown,0,22,0,1.0,0.0,1196,13,1,23,0,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1303,8,6,8,6,0,2
19,1,Unknown,0,42,0,1.0,0.0,944,16,1,15,6,1,0
18,0,Unknown,0,6,0,-1.0,-1.0,1056,16,1,0,3,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,1065,18,6,18,2,0,0
17,0,Unknown,0,22,0,-1.0,-1.0,957,18,1,13,6,0,0
2,0,IN,0,19,0,-1.0,-1.0,1169,18,6,12,6,0,0
1,0,india,0,42,1,1.0,0.0,964,19,1,10,6,1,0
17,0,Unknown,0,42,0,-1.0,-1.0,943,14,2,21,0,1,0
16,1,Unknown,0,10,0,-1.0,-1.0,1241,20,4,10,5,0,0
21,0,IN,0,13,0,0.0,0.0,1081,11,4,9,1,0,0
2,1,IN,0,10,0,288.0,18.0,1009,16,6,14,6,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1166,15,3,10,3,0,0
2,1,IN,0,13,0,-1.0,-1.0,823,17,3,17,5,0,0
2,1,India,2,13,1,320.0,0.0,963,9,3,9,2,0,2
19,0,Unknown,2,42,0,-1.0,-1.0,983,18,4,14,4,0,2
20,0,IN,0,4,0,-1.0,-1.0,1061,10,3,12,3,0,0
4,0,Unknown,0,13,0,-1.0,-1.0,1162,15,0,13,0,0,0
18,1,IN,0,6,0,30.0,12.0,823,19,2,21,2,0,0
17,1,Unknown,0,22,0,83.0,0.0,1006,15,2,20,2,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,859,14,2,14,1,0,0
20,1,GB,0,42,0,-1.0,-1.0,807,0,5,2,3,0,0
19,0,Unknown,0,10,0,0.0,0.0,1125,11,2,8,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1251,23,1,10,1,0,0
2,1,IN,0,4,0,120.0,0.0,949,16,3,1,3,0,0
21,1,IN,0,13,0,42.0,0.0,1081,11,4,22,3,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1310,12,6,12,6,0,2
4,0,Unknown,0,4,0,-1.0,-1.0,1021,18,1,8,1,0,0
2,1,IN,0,22,0,7.0,13.0,1124,13,3,7,3,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,1001,15,0,8,3,0,0
5,0,india,0,42,1,1.0,20.0,961,9,5,0,6,0,0
19,1,Unknown,0,42,0,6.0,0.0,888,13,1,16,1,0,0
17,0,Unknown,0,19,0,1.0,0.0,1078,12,0,20,4,0,0
18,1,Unknown,0,42,0,-1.0,-1.0,802,14,3,14,1,0,0
14,0,Unknown,0,6,0,66.0,0.0,1026,12,3,13,6,0,0
2,0,IN,0,0,0,-1.0,-1.0,955,23,3,18,3,0,0
2,0,ID,0,22,0,-1.0,-1.0,1100,9,6,13,4,0,0
16,1,Unknown,2,0,0,415.0,0.0,888,9,1,13,6,0,2
18,1,Unknown,0,6,0,7.0,14.0,1083,18,2,9,0,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,861,16,0,19,3,0,0
5,0,india,0,42,1,2.0,0.0,961,9,5,8,6,0,0
16,0,Unknown,2,0,0,-1.0,-1.0,1321,16,2,12,2,0,2
14,0,IN,0,42,0,0.0,0.0,937,17,1,12,5,1,0
11,1,Unknown,0,10,0,-1.0,-1.0,819,15,0,18,5,0,0
5,0,india,0,42,1,2.0,14.0,963,11,3,15,1,0,0
6,0,Unknown,0,42,0,-1.0,-1.0,797,13,1,16,3,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1012,12,3,1,2,0,0
3,0,Unknown,0,22,0,2.0,0.0,1173,18,3,20,5,0,0
18,1,Unknown,0,13,0,12.0,11.0,1094,19,4,15,6,0,0
9,0,IN,0,22,0,-1.0,-1.0,873,10,2,17,5,0,0
5,0,IN,0,19,0,3.0,0.0,946,17,6,23,4,0,0
17,0,Unknown,0,10,0,-1.0,-1.0,1130,12,4,23,3,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,909,15,1,14,0,1,0
18,0,Unknown,0,22,0,-1.0,-1.0,1060,16,4,0,4,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1342,14,2,12,1,0,0
17,0,Unknown,0,22,0,-1.0,-1.0,835,13,5,10,3,0,0
4,0,Unknown,0,12,0,-1.0,-1.0,1013,14,2,7,1,0,0
17,0,Unknown,0,10,0,3.0,0.0,1157,17,5,15,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1012,19,2,5,2,0,0
6,0,Unknown,0,13,0,2.0,0.0,797,16,1,21,1,0,0
10,1,Unknown,0,0,0,-1.0,-1.0,812,17,0,21,1,0,0
19,0,Unknown,0,42,0,0.0,0.0,911,12,6,16,5,0,0
11,0,Unknown,0,42,0,-1.0,-1.0,818,12,1,21,6,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,937,11,1,8,0,0,0
10,0,Unknown,2,0,0,-1.0,-1.0,812,17,0,18,2,0,2
4,0,Unknown,0,6,0,3.0,0.0,1221,16,4,11,3,0,0
19,0,Unknown,0,19,0,-1.0,-1.0,1122,16,5,22,4,1,0
4,0,Unknown,0,13,0,-1.0,-1.0,1003,18,5,13,5,0,0
19,1,Unknown,0,42,0,1.0,0.0,848,15,6,11,3,0,0
15,0,Unknown,0,22,0,-1.0,-1.0,1036,15,0,18,6,0,0
7,0,IN,0,42,0,45.0,17.0,812,17,0,20,2,1,0
16,0,Unknown,0,10,0,-1.0,-1.0,1325,11,5,7,4,0,0
4,0,Unknown,2,10,0,-1.0,-1.0,1297,10,5,10,5,0,2
19,1,Unknown,0,42,0,0.0,0.0,818,18,0,15,4,0,0
19,1,Unknown,0,42,0,1.0,0.0,890,17,6,7,2,0,0
4,1,Unknown,0,13,0,-1.0,-1.0,1066,18,5,23,5,0,0
13,0,Unknown,0,42,0,0.0,0.0,922,13,2,14,1,1,0
19,1,Unknown,0,42,0,0.0,0.0,875,14,0,17,4,0,0
19,1,Unknown,0,42,0,0.0,0.0,860,9,1,13,6,0,0
2,1,IN,0,13,0,-1.0,-1.0,949,17,3,22,0,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,998,14,3,0,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,820,12,6,16,5,0,0
20,1,GB,0,42,0,-1.0,-1.0,798,18,6,19,4,1,0
4,0,Unknown,0,19,0,-1.0,-1.0,1250,14,3,9,4,1,0
21,0,IN,0,13,0,38.0,0.0,1081,11,4,15,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,1122,9,5,17,3,0,0
10,1,Unknown,0,0,0,-1.0,-1.0,812,17,0,3,4,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1065,18,6,21,2,0,0
17,0,Unknown,0,19,0,2.0,0.0,1052,11,5,16,2,0,0
2,0,IN,0,19,0,-1.0,-1.0,880,15,2,20,5,0,0
20,1,India,0,42,1,6.0,16.0,809,16,3,1,4,0,0
17,0,Unknown,0,10,0,8.0,0.0,1041,17,2,22,0,0,0
4,0,IN,2,42,0,-1.0,-1.0,974,16,6,12,1,0,2
17,0,Unknown,0,19,0,-1.0,-1.0,1061,12,3,10,1,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,967,7,6,19,4,0,0
2,1,IN,0,13,0,2.0,16.0,1023,10,6,13,5,0,0
20,1,IN,0,42,0,-1.0,-1.0,833,17,0,11,3,0,0
4,1,Unknown,0,13,0,16.0,0.0,1218,14,0,8,4,1,0
18,0,Unknown,0,6,0,-1.0,-1.0,1107,18,6,12,6,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,854,11,0,23,5,0,0
21,0,IN,0,22,0,18.0,0.0,1081,11,4,12,1,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1277,22,3,2,0,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1049,19,0,12,0,0,0
18,0,Unknown,2,0,0,-1.0,-1.0,1259,20,0,20,0,0,2
1,1,Unknown,0,42,0,-1.0,0.0,1117,19,2,14,2,0,0
2,0,IN,0,19,0,135.0,0.0,880,15,2,21,1,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1326,14,4,23,3,0,0
16,0,Unknown,0,10,0,-1.0,-1.0,1348,20,2,18,2,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1271,16,3,23,6,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1097,12,2,12,0,0,0
17,1,Unknown,0,22,0,2.0,0.0,1096,10,3,1,6,0,0
16,1,India,2,0,1,-1.0,-1.0,1324,17,6,19,2,0,2
4,0,Unknown,0,13,0,11.0,0.0,1029,19,6,0,1,0,0
18,1,Unknown,0,6,0,2.0,18.0,1148,11,0,12,6,0,0
10,0,Unknown,2,0,0,-1.0,-1.0,812,17,0,14,2,0,2
17,0,Unknown,0,22,0,-1.0,-1.0,1161,18,1,10,1,0,0
4,0,Unknown,0,0,0,-1.0,-1.0,1260,13,0,22,3,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,1046,17,4,23,3,0,0
2,1,IN,0,42,0,343.0,0.0,813,19,5,10,0,0,0
2,1,Unknown,0,13,0,2.0,11.0,1292,13,3,11,1,0,0
2,1,IN,0,13,0,77.0,15.0,947,10,5,23,4,0,0
12,1,Unknown,0,42,0,-1.0,0.0,1090,6,2,2,4,0,0
15,0,Unknown,0,13,0,-1.0,-1.0,1044,15,6,0,6,0,0
19,1,Unknown,0,42,0,0.0,0.0,797,16,1,19,4,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1327,18,3,15,3,0,0
2,1,IN,0,6,0,24.0,0.0,991,15,3,9,5,0,0
4,1,Unknown,0,19,0,-1.0,-1.0,955,15,4,18,2,0,0
4,0,Unknown,0,0,0,-1.0,-1.0,1320,14,3,9,1,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,936,13,2,2,1,0,0
2,1,IN,0,10,0,146.0,20.0,947,10,5,10,6,0,0
2,1,IN,0,4,0,47.0,0.0,895,10,1,10,5,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1160,14,2,10,2,0,0
4,1,Unknown,0,19,0,-1.0,-1.0,923,12,1,10,6,0,0
18,0,Unknown,0,10,0,-1.0,-1.0,1041,17,2,22,0,0,0
17,1,Unknown,0,22,0,15.0,0.0,1112,15,1,11,6,0,0
2,1,IN,0,13,0,-1.0,-1.0,1007,20,0,21,4,0,0
2,0,IN,0,4,0,-1.0,-1.0,1164,14,5,23,4,1,0
19,0,Unknown,0,42,0,6.0,0.0,1014,11,1,8,0,0,0
18,1,Unknown,0,42,0,-1.0,-1.0,997,1,4,0,3,0,0
18,1,Unknown,0,13,0,-1.0,-1.0,944,11,1,0,6,0,0
2,1,IN,0,13,0,3.0,17.0,1012,10,3,22,1,0,0
19,0,Unknown,0,42,0,3.0,0.0,953,15,6,16,0,1,0
18,1,Unknown,0,22,0,-1.0,-1.0,1073,16,5,17,2,0,0
19,1,Unknown,0,42,0,3.0,0.0,979,11,1,11,4,0,0
20,1,Unknown,2,42,0,-1.0,-1.0,953,14,6,17,4,0,2
20,1,India,0,42,1,-1.0,-1.0,908,16,2,14,0,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1065,18,6,19,4,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1170,16,6,14,4,0,0
2,1,IN,0,42,0,18.0,0.0,1068,14,3,17,0,0,0
21,0,IN,0,13,0,-1.0,-1.0,967,15,6,11,6,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1193,23,3,22,3,0,0
2,0,IN,0,10,0,-1.0,-1.0,1039,10,4,14,5,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1034,19,1,0,1,0,0
4,0,Unknown,2,42,0,401.0,18.0,913,16,4,23,1,0,2
13,0,Unknown,0,42,0,-1.0,-1.0,878,16,4,19,1,0,0
2,0,IN,0,19,0,113.0,0.0,880,15,2,9,3,0,0
21,1,IN,2,42,0,236.0,9.0,810,9,2,15,3,0,2
5,0,india,0,42,1,41.0,0.0,930,10,1,15,5,0,0
4,0,Unknown,0,0,0,-1.0,-1.0,1277,14,4,8,4,0,0
2,0,IN,0,19,0,-1.0,-1.0,880,16,2,20,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,867,12,1,18,6,0,0
4,0,Unknown,0,13,0,3.0,0.0,985,14,2,11,6,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1318,14,5,13,4,0,0
2,1,IN,0,19,0,118.0,12.0,940,19,4,12,5,0,0
4,0,Unknown,0,19,0,1.0,0.0,1053,11,4,15,3,0,0
6,1,Unknown,0,42,0,-1.0,-1.0,797,13,1,21,3,0,0
2,1,IN,0,13,0,74.0,0.0,946,10,6,15,5,0,0
19,1,Unknown,0,42,0,0.0,0.0,944,16,1,18,0,1,0
14,0,Unknown,0,6,0,136.0,0.0,1024,10,5,11,1,0,0
19,1,Unknown,0,22,0,1.0,0.0,1127,13,0,19,1,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1169,10,0,11,6,0,0
15,0,Unknown,0,22,0,-1.0,-1.0,1066,17,5,13,6,0,0
21,0,IN,0,19,0,0.0,0.0,1081,11,4,18,3,0,0
14,0,Unknown,0,13,0,179.0,0.0,1024,11,5,2,0,0,0
2,1,IN,0,22,0,92.0,0.0,891,14,5,15,6,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1213,19,4,15,4,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1270,13,4,21,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,810,19,1,21,0,0,0
19,0,Unknown,0,10,0,-1.0,-1.0,1159,9,3,15,2,0,0
18,0,IL,0,42,0,-1.0,-1.0,840,12,0,6,4,0,0
4,1,Unknown,0,22,0,7.0,0.0,985,11,2,15,1,0,0
21,0,IR,0,22,0,-1.0,-1.0,875,16,0,22,5,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,879,1,3,6,6,0,0
20,1,India,0,42,1,-1.0,-1.0,837,18,3,15,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,932,10,6,18,6,0,0
4,0,Unknown,0,19,0,11.0,0.0,1110,19,2,18,4,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1292,17,3,3,3,0,0
1,1,Unknown,0,42,0,-1.0,0.0,1139,15,2,15,2,1,0
2,1,IN,0,13,0,228.0,0.0,946,11,6,23,6,0,0
4,0,Unknown,0,13,0,21.0,0.0,1131,10,3,0,2,0,0
7,0,Unknown,0,13,0,100.0,0.0,812,17,0,20,5,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1098,10,1,19,6,0,0
19,0,Unknown,0,42,0,0.0,0.0,860,18,0,17,6,1,0
16,0,Unknown,0,0,0,-1.0,-1.0,1293,12,2,3,1,0,0
7,1,Unknown,0,42,0,78.0,0.0,812,17,0,22,2,0,0
1,0,india,0,13,1,1.0,0.0,964,19,1,9,2,0,0
7,1,Unknown,0,42,0,70.0,0.0,812,17,0,16,1,1,0
18,0,Unknown,0,42,0,-1.0,-1.0,803,17,2,19,1,0,0
2,1,IN,0,13,0,55.0,14.0,885,10,4,13,5,0,0
20,0,IN,0,19,0,61.0,0.0,1061,10,3,10,6,0,0
4,1,Unknown,0,19,0,9.0,0.0,972,19,0,15,4,0,0
17,0,Unknown,0,19,0,1.0,0.0,1062,19,1,9,6,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1035,18,1,7,3,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1043,14,0,17,1,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1011,14,4,15,3,0,0
2,1,IN,0,4,0,26.0,0.0,1136,9,5,13,4,0,0
4,1,Unknown,0,13,0,-1.0,-1.0,1005,17,3,20,6,0,0
18,0,Unknown,0,10,0,0.0,0.0,1231,20,0,7,6,0,0
15,0,Unknown,0,30,0,-1.0,-1.0,1078,11,0,9,5,0,0
19,1,IN,0,42,0,1.0,0.0,834,11,6,15,4,0,0
4,0,Unknown,0,4,0,2.0,0.0,1074,12,4,9,2,0,0
19,1,Unknown,0,42,0,-3.0,0.0,892,15,4,19,3,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1067,12,4,21,0,0,0
19,1,Unknown,0,13,0,-1.0,-1.0,1105,14,1,20,5,0,0
16,1,Unknown,0,10,0,-1.0,-1.0,1329,11,1,7,2,1,0
19,1,Unknown,0,42,0,-1.0,-1.0,1063,20,0,5,5,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1047,19,2,0,6,0,0
7,0,Unknown,0,42,0,-1.0,-1.0,812,17,0,17,3,0,0
21,0,AU,0,42,0,-1.0,-1.0,969,15,4,19,3,0,0
4,0,Unknown,0,25,0,-1.0,-1.0,1280,17,1,7,5,0,0
16,1,Unknown,0,25,0,-1.0,-1.0,1277,12,4,22,0,1,0
4,0,Unknown,0,22,0,-1.0,-1.0,1153,16,2,20,3,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1148,14,0,20,5,1,0
18,0,Unknown,0,6,0,-1.0,-1.0,972,19,0,20,3,0,0
10,1,Unknown,2,42,0,295.0,0.0,812,17,0,10,5,0,2
1,1,Unknown,0,42,0,-1.0,-1.0,1097,15,2,12,1,0,0
13,0,Unknown,0,42,0,-1.0,-1.0,849,19,4,11,4,0,0
12,1,Unknown,0,42,0,-1.0,0.0,984,3,3,0,2,0,0
2,1,Unknown,0,19,0,-1.0,-1.0,1180,9,3,19,3,0,0
21,1,IN,0,13,0,-1.0,-1.0,946,9,6,17,5,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,832,14,1,3,6,0,0
19,1,Unknown,0,42,0,2.0,0.0,962,17,4,23,0,0,0
9,1,IN,0,22,0,176.0,0.0,859,18,2,21,1,0,0
